museum,title,raw_text,year,period,url
Pushkin Museum,Техники гравюры. Литография,Техники гравюры. Литография 01 июня – 13 августа 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/litography/index.php?lang=ru
Pushkin Museum,Джорджо Моранди. 1890–1964,Джорджо Моранди. 1890–1964 25 апреля – 10 сентября 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/morandi/index.php?lang=ru
Pushkin Museum,К импрессионистам нужно прийти,К импрессионистам нужно прийти 17 апреля – 30 апреля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/park/index.php?lang=ru
Pushkin Museum,Легенды датского дизайна,Легенды датского дизайна 12 апреля – 11 июня 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/danish/index.php?lang=ru
Pushkin Museum,Сокровища Нукуса. Из собрания Государственного музея искусств Республики Каракалпакстан имени И.В. Савицкого (Узбекистан),Сокровища Нукуса. Из собрания Государственного музея искусств Республики Каракалпакстан имени И.В. Савицкого (Узбекистан) 07 апреля – 30 мая 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/karakalpakstan/index.php?lang=ru
Pushkin Museum,Лицом к будущему. Искусство Европы 1945–1968,Лицом к будущему. Искусство Европы 1945–1968 07 марта – 21 мая 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/45_68/index.php?lang=ru
Pushkin Museum,Ясумаса Моримура. История автопортрета,Ясумаса Моримура. История автопортрета 31 января – 09 апреля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/morimura/index.php?lang=ru
Pushkin Museum,«Капричос». Гойя и Дали,«Капричос». Гойя и Дали 24 января – 26 марта 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2017/exhibitions/caprichos/index.php?lang=ru
Pushkin Museum,«Багатели» Василия Кандинского,«Багатели» Василия Кандинского 20 декабря 2016 – 12 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/kandinsky/index.php?lang=ru
Pushkin Museum,Выставка финалистов конкурса «Море в сказках А.С. Пушкина»,Выставка финалистов конкурса «Море в сказках А.С. Пушкина» 20 декабря 2016 – 22 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/sea/index.php?lang=ru
Pushkin Museum,Римское время. Графика Максима Атаянца.,Римское время. Графика Максима Атаянца. 17 декабря 2016 – 26 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/atayanc/index.php?lang=ru
Pushkin Museum,Ирина Нахова. Взгляд,Ирина Нахова. Взгляд 09 декабря 2016 – 29 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/nahova/index.php?lang=ru
Pushkin Museum,"Грузинский авангард: 1900–1930-е. Пиросмани, Гудиашвили, Какабадзе и другие художники. Из музеев и частных собраний","Грузинский авангард: 1900–1930-е. Пиросмани, Гудиашвили, Какабадзе и другие художники. Из музеев и частных собраний 08 декабря 2016 – 12 марта 2017",2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/avant_garde/index.php?lang=ru
Pushkin Museum,Голоса воображаемого музея Андре Мальро,Голоса воображаемого музея Андре Мальро 01 декабря 2016 – 12 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/malraux/index_1.php?lang=ru
Pushkin Museum,Видеть невидимое. Выставка для слабовидящих и незрячих,Видеть невидимое. Выставка для слабовидящих и незрячих 13 ноября 2016 – 13 февраля 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/touch_art/index.php?lang=ru
Pushkin Museum,Дмитрий Шостакович – Святослав Рихтер. Вариации на тему эпохи,Дмитрий Шостакович – Святослав Рихтер. Вариации на тему эпохи 10 ноября 2016 – 22 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/shostakovich/index.php?lang=ru
Pushkin Museum,Дом впечатлений. Прогулка с трубадуром,Дом впечатлений. Прогулка с трубадуром 28 октября 2016 – 31 марта 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/troubadour/index.php?lang=ru
Pushkin Museum,Английское меццо-тинто,Английское меццо-тинто 18 октября – 06 ноября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/mezzo/index.php?lang=ru
Pushkin Museum,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета 11 октября 2016 – 10 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/burger/index.php?lang=ru
Pushkin Museum,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета,Искусство жить. Интерьер бюргерского дома в Голландии эпохи расцвета 11 октября 2016 – 10 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/ogran/test/index.php?lang=ru
Pushkin Museum,Альбер Марке. Распахнутое окно. Произведения из музеев и частных собраний России и Франции,Альбер Марке. Распахнутое окно. Произведения из музеев и частных собраний России и Франции 27 сентября 2016 – 08 января 2017,2017,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/marquet/index_1.php?lang=ru
Pushkin Museum,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 26 сентября – 09 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/index.php?lang=ru
Pushkin Museum,Техники гравюры. Ксилография,Техники гравюры. Ксилография 26 сентября – 10 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/gravure/wood/index.php?lang=ru
Pushkin Museum,Пиранези. До и после. Италия – Россия. XVIII–XXI века,Пиранези. До и после. Италия – Россия. XVIII–XXI века 20 сентября – 13 ноября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/piranesi/index.php?lang=ru
Pushkin Museum,Рафаэль. Поэзия образа. Произведения из Галерей* Уффици и других собраний Италии,Рафаэль. Поэзия образа. Произведения из Галерей* Уффици и других собраний Италии 13 сентября – 11 декабря 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/raphael/index.php?lang=ru
Pushkin Museum,Шедевры греческой керамики из собрания ГМИИ им. А.С. Пушкина в детских рисунках,Шедевры греческой керамики из собрания ГМИИ им. А.С. Пушкина в детских рисунках 11 сентября – 30 ноября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/greek/index.php?lang=ru
Pushkin Museum,Леон Стейнмец. Возвращаясь к Античности,Леон Стейнмец. Возвращаясь к Античности 28 июля – 18 сентября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/steinmetz/index.php?lang=ru
Pushkin Museum,Внутри искусства,Внутри искусства 08 июля – 31 июля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/insideart/index.php?lang=ru
Pushkin Museum,«Наметив контуры резцом…» Человек и его изображение в памятниках нумизматики от Античности до Нового времени,«Наметив контуры резцом…» Человек и его изображение в памятниках нумизматики от Античности до Нового времени 06 июля – 30 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/contour/index.php?lang=ru
Pushkin Museum,Река Конго. Африканское искусство в детских коллажах,Река Конго. Африканское искусство в детских коллажах 04 июля – 24 июля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/congo_children/index.php?lang=ru
Pushkin Museum,Лев Бакст / Léon Bakst. К 150-летию со дня рождения,Лев Бакст / Léon Bakst. К 150-летию со дня рождения 08 июня – 28 августа 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/bakst/index.php?lang=ru
Pushkin Museum,Дом впечатлений. Классика и современность медиаискусства,Дом впечатлений. Классика и современность медиаискусства 26 мая – 30 сентября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/impressions/index.php?lang=ru
Pushkin Museum,Ночь в Пушкинском,Ночь в Пушкинском 21 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/night/index.php?lang=ru
Pushkin Museum,Река Конго. Искусство Центральной Африки. Из собрания музея на набережной Бранли (Париж),Река Конго. Искусство Центральной Африки. Из собрания музея на набережной Бранли (Париж) 17 мая – 04 сентября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/congo/index.php?lang=ru
Pushkin Museum,Выставка фрагмента плиты с надписью Ашшурнацирапала II,Выставка фрагмента плиты с надписью Ашшурнацирапала II 17 мая – 17 июля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/slab/index.php?lang=ru
Pushkin Museum,«Олимпия» Эдуарда Мане из собрания Музея д'Орсэ (Париж),«Олимпия» Эдуарда Мане из собрания Музея д'Орсэ (Париж) 19 апреля – 25 июля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/olympia/index.php?lang=ru
Pushkin Museum,Мир глазами детей,Мир глазами детей 12 апреля – 15 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/eyes/index.php?lang=ru
Pushkin Museum,Илья Зильберштейн. К 110-летию со дня рождения,Илья Зильберштейн. К 110-летию со дня рождения 30 марта – 02 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/silberstein/index.php?lang=ru
Pushkin Museum,Виктор Пивоваров. Потерянные ключи,Виктор Пивоваров. Потерянные ключи 22 марта – 15 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/pivovarov/index.php?lang=ru
Pushkin Museum,Римская скульптура из Волюбилиса (Марокко),Римская скульптура из Волюбилиса (Марокко) 17 марта – 03 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/morocco/index.php?lang=ru
Pushkin Museum,Кранахи. Между Ренессансом и маньеризмом,Кранахи. Между Ренессансом и маньеризмом 04 марта – 15 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/cranach/index.php?lang=ru
Pushkin Museum,Мир впечатлений и впечатления от мира. Путешествия доктора Живаго,Мир впечатлений и впечатления от мира. Путешествия доктора Живаго 01 марта – 24 апреля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/zhivago/index.php?lang=ru
Pushkin Museum,Эрвин Олаф. Оммаж Луи Галле,Эрвин Олаф. Оммаж Луи Галле 25 февраля – 24 апреля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/olaf/index.php?lang=ru
Pushkin Museum,«Повтор рождения» – реставрация слепка египетской статуи,«Повтор рождения» – реставрация слепка египетской статуи 24 февраля – 15 марта 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/repeat /index.php?lang=ru
Pushkin Museum,Понятие о совершенном живописце. Русские гравированные академические оригиналы и пособия для художников XVIII века,Понятие о совершенном живописце. Русские гравированные академические оригиналы и пособия для художников XVIII века 20 февраля – 26 июня 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/perfect_painter/index.php?lang=ru
Pushkin Museum,Нарисуй мне шедевр. Семь тысяч лет истории искусства в детских рисунках,Нарисуй мне шедевр. Семь тысяч лет истории искусства в детских рисунках 15 февраля – 06 марта 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/muzeon /index.php?lang=ru
Pushkin Museum,«Два Аменемхета»: портреты одного царя эпохи Среднего царства,«Два Аменемхета»: портреты одного царя эпохи Среднего царства 02 февраля – 09 мая 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2016/exhibitions/amenemhat/index.php?lang=ru
Pushkin Museum,Карандашная манера,Карандашная манера 02 февраля – 23 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/crayon_engraving/index.php?lang=ru
Pushkin Museum,«Поленовское рождество» в ГМИИ им. А.С. Пушкина,«Поленовское рождество» в ГМИИ им. А.С. Пушкина 26 декабря 2015 – 26 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/christmas/index.php?lang=ru
Pushkin Museum,Немецкий книжный дизайн. Лучшие образцы книжного оформления конца ХIХ – начала XXI века из собраний Центра немецкой книги и Научной библиотеки ГМИИ им. А.С. Пушкина,Немецкий книжный дизайн. Лучшие образцы книжного оформления конца ХIХ – начала XXI века из собраний Центра немецкой книги и Научной библиотеки ГМИИ им. А.С. Пушкина 23 декабря 2015 – 28 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/books/index.php?lang=ru
Pushkin Museum,Ильязд. XX век Ильи Зданевича. Из частных и музейных собраний России и Франции,Ильязд. XX век Ильи Зданевича. Из частных и музейных собраний России и Франции 15 декабря 2015 – 14 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/zdanevich/index.php?lang=ru
Pushkin Museum,Святослав Рихтер. Портреты в интерьере,Святослав Рихтер. Портреты в интерьере 08 декабря 2015 – 11 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/portraits/index.php?lang=ru
Pushkin Museum,Техники гравюры: Акватинта,Техники гравюры: Акватинта 08 декабря 2015 – 31 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/aquatinto/index.php?lang=ru
Pushkin Museum,Вечные темы искусства,Вечные темы искусства 01 декабря 2015 – 31 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/themes/index.php?lang=ru
Pushkin Museum,Впечатления 2.0,Впечатления 2.0 01 декабря 2015 – 15 февраля 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/impressions/index.php?lang=ru
Pushkin Museum,Исландская осень,Исландская осень 03 ноября – 06 декабря 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/iceland/index.php?lang=ru
Pushkin Museum,"«Книга трав» Дмитрия Плавинского из собраний ГМИИ им. А.С. Пушкина, Государственного биологического музея им. К.А. Тимирязева и частных коллекций","«Книга трав» Дмитрия Плавинского из собраний ГМИИ им. А.С. Пушкина, Государственного биологического музея им. К.А. Тимирязева и частных коллекций 27 октября – 06 декабря 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/book/index.php?lang=ru
Pushkin Museum,Техники гравюры: Офорт,Техники гравюры: Офорт 13 октября – 01 ноября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/etching/index.php?lang=ru
Pushkin Museum,Александр Пономарёв. В е трувианский человек,Александр Пономарёв. В е трувианский человек 01 октября – 15 ноября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/ponomarev/index.php?lang=ru
Pushkin Museum,"«Шальные годы» Монпарнаса. Живопись и графика Жюля Паскина и Леонара Фужиты из музейных и частных собраний Франции, Швейцарии, Бельгии и России","«Шальные годы» Монпарнаса. Живопись и графика Жюля Паскина и Леонара Фужиты из музейных и частных собраний Франции, Швейцарии, Бельгии и России 29 сентября – 29 ноября 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/montparnasse/index.php?lang=ru
Pushkin Museum,Керамика Раку: Вселенная в чайной чаше. Произведения из японских собраний,Керамика Раку: Вселенная в чайной чаше. Произведения из японских собраний 22 сентября – 15 ноября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/raku/index.php?lang=ru
Pushkin Museum,Новые поступления графики в ГМИИ им. А.С. Пушкина. 2009–2014,Новые поступления графики в ГМИИ им. А.С. Пушкина. 2009–2014 18 сентября 2015 – 31 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/new/index.php?lang=ru
Pushkin Museum,Война и мир в творчестве Георгия и Ореста Верейских,Война и мир в творчестве Георгия и Ореста Верейских 18 сентября 2015 – 31 января 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/verejskie/index.php?lang=ru
Pushkin Museum,Рембрандт. Другой ракурс. Произведения Рембрандта Харменса ван Рейна и Дмитрия Гутова,Рембрандт. Другой ракурс. Произведения Рембрандта Харменса ван Рейна и Дмитрия Гутова 08 сентября – 11 октября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/rembrandt/index.php?lang=ru
Pushkin Museum,"Коллекция, забытая на век. Памятники нумизматики из Музея русской истории за границей при Свято-Князь-Владимирском братстве в собрании ГМИИ им. А.С. Пушкина","Коллекция, забытая на век. Памятники нумизматики из Музея русской истории за границей при Свято-Князь-Владимирском братстве в собрании ГМИИ им. А.С. Пушкина 18 августа – 11 октября 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/numismatics/index.php?lang=ru
Pushkin Museum,Сбор средств на реставрацию пелены с изображением женщины и мальчика,Сбор средств на реставрацию пелены с изображением женщины и мальчика 18 августа – 11 октября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/shroud/index.php?lang=ru
Pushkin Museum,Русское искусство XIX–XX веков из собрания А.Н. Володчинского,Русское искусство XIX–XX веков из собрания А.Н. Володчинского 15 июля – 06 сентября 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/russian_art/index.php?lang=ru
Pushkin Museum,Александр Колдер. Ретроспектива. Из собрания Фонда Колдера и других частных коллекций,Александр Колдер. Ретроспектива. Из собрания Фонда Колдера и других частных коллекций 09 июня – 30 августа 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/calder/index.php?lang=ru
Pushkin Museum,Хранители. Война и мир в Музее. ГМИИ им. А.С. Пушкина в 1941–1955 годах,Хранители. Война и мир в Музее. ГМИИ им. А.С. Пушкина в 1941–1955 годах 30 апреля – 21 июня 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/curators/index.php?lang=ru
Pushkin Museum,Никола Пуссен «Царство Флоры». К 60-летию «Выставки картин Дрезденской галереи» в ГМИИ им. А.С. Пушкина,Никола Пуссен «Царство Флоры». К 60-летию «Выставки картин Дрезденской галереи» в ГМИИ им. А.С. Пушкина 30 апреля – 26 июля 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/flora/index.php?lang=ru
Pushkin Museum,Младшие Брейгели. Картины из собрания Константина Мауергауза,Младшие Брейгели. Картины из собрания Константина Мауергауза 28 апреля – 02 августа 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/bruegels/index.php?lang=ru
Pushkin Museum,"Книга художника. Графика Жоана Миро к поэме Рафаэля Альберти, Антони Тапиеса к стихам Иосифа Бродского. Из собрания Бориса Фридмана","Книга художника. Графика Жоана Миро к поэме Рафаэля Альберти, Антони Тапиеса к стихам Иосифа Бродского. Из собрания Бориса Фридмана 28 апреля – 23 августа 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/livre_d_artiste/index.php?lang=ru
Pushkin Museum,"Сказочники. Книжная графика Владимира Конашевича, Эрика Булатова, Олега Васильева, Ильи Кабакова, Виктора Пивоварова из частных коллекций и собрания ГМИИ им. А.С. Пушкина","Сказочники. Книжная графика Владимира Конашевича, Эрика Булатова, Олега Васильева, Ильи Кабакова, Виктора Пивоварова из частных коллекций и собрания ГМИИ им. А.С. Пушкина 25 апреля – 30 августа 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/konashevich/index.php?lang=ru
Pushkin Museum,"Фриц Кремер. «О, Германия, скорбная мать!»","Фриц Кремер. «О, Германия, скорбная мать!» 24 апреля – 12 июля 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/cremer/index.php?lang=ru
Pushkin Museum,Техники гравюры. Гравюра резцом,Техники гравюры. Гравюра резцом 07 апреля – 26 апреля 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/chisel/index.php?lang=ru
Pushkin Museum,Серебряная нить. Графика Ирины Семёновой (1962–2012),Серебряная нить. Графика Ирины Семёновой (1962–2012) 01 апреля – 15 мая 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/silver_thread/index.php?lang=ru
Pushkin Museum,Вокруг Мункачи,Вокруг Мункачи 31 марта – 23 августа 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/munkacsy/index.php?lang=ru
Pushkin Museum,"Мини-выставка мозаики, выполненной по рисункам Тонино Гуэрра","Мини-выставка мозаики, выполненной по рисункам Тонино Гуэрра 26 марта – 29 марта 2015",2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/guerra/index.php?lang=ru
Pushkin Museum,Техники рисунка,Техники рисунка 17 марта 2015 – 02 октября 2016,2016,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/drawing/index.php?lang=ru
Pushkin Museum,Техники рисунка. Черный мел и сангина,Техники рисунка. Черный мел и сангина 17 марта – 05 апреля 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/drawing/chalk_and_sanguine/index.php?lang=ru
Pushkin Museum,Новая жизнь старых мастеров,Новая жизнь старых мастеров 03 марта – 11 мая 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/old_masters/index.php?lang=ru
Pushkin Museum,Техники гравюры. Японская ксилография XVIII–XIX веков,Техники гравюры. Японская ксилография XVIII–XIX веков 03 марта – 15 марта 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/xylography/index.php?lang=ru
Pushkin Museum,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии,Техники гравюры XV-XX веков: от гравюры на дереве до шелкографии 24 февраля – 31 мая 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/index.php?lang=ru
Pushkin Museum,Бумажная архитектура. Конец истории,Бумажная архитектура. Конец истории 20 февраля – 12 апреля 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/paper/index.php?lang=ru
Pushkin Museum,Святослав Рихтер. От первого лица. К 100-летию со дня рождения,Святослав Рихтер. От первого лица. К 100-летию со дня рождения 18 февраля – 05 апреля 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/richter/index.php?lang=ru
Pushkin Museum,Техники гравюры. Кьяроскуро,Техники гравюры. Кьяроскуро 17 февраля – 01 марта 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2015/exhibitions/technics/chiaroscuro/index.php?lang=ru
Pushkin Museum,Пауль Клее. Ни дня без линии,Пауль Клее. Ни дня без линии 16 декабря 2014 – 01 марта 2015,2015,pre_2022,https://pushkinmuseum.art/events/archive/2014/exhibitions/klee/index.php?lang=ru
Pushkin Museum,Выставка «Галантные игры». Французская гравюра эпохи Рококо из собрания ГМИИ им. А.С. Пушкина,Выставка «Галантные игры». Французская гравюра эпохи Рококо из собрания ГМИИ им. А.С. Пушкина 14 марта – 15 июня 2014,2014,pre_2022,https://pushkinmuseum.art/events/archive/2014/exhibitions/gallant_games/index.php?lang=ru
Pushkin Museum,Выставка «Древний Китай: ритуал и музыка». Бронза и лаки из собрания Музея провинции Хубэй,Выставка «Древний Китай: ритуал и музыка». Бронза и лаки из собрания Музея провинции Хубэй 04 марта – 10 апреля 2014,2014,pre_2022,https://pushkinmuseum.art/events/archive/2014/exhibitions/ancient_china/index.php?lang=ru
