Unnamed: 0,title,date,url
162,Русское лоскутное шитье,16 июня 2022,https://rusmuseum.ru/exhibitions/archive/russkoe-loskutnoe-shite/
163,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/petr-i-kollektsioner-skulptura-letnego-sada-iz-sobraniya-russkogo-muzeya/
164,"И мореплаватель, и плотник. Петр Великий в русской художественной культуре",9 июня 2022,https://rusmuseum.ru/exhibitions/archive/i-moreplavatel-i-plotnik-petr-velikii-v-russkoi-khudozhestvennoi-kulture-xviii-xix-vekov/
165,Михаил Врубель. К 165-летию со дня рождения,3 июня 2022,https://rusmuseum.ru/exhibitions/archive/mikhail-vrubel-k-165-letiyu-so-dnya-rozhdeniya/
166,Цифровая выставка «Возвращая авторский замысел»,4 мая 2022,https://rusmuseum.ru/exhibitions/archive/tsifrovaya-vystavka-vozvrashchaya-avtorskiy-zamysel/
167,Александр Рубцов,28 апреля 2022,https://rusmuseum.ru/exhibitions/archive/aleksandr-rubtsov/
168,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/petra-tvorene-peterburg-/
169,Сохраняя историю. Реставрационным мастерским Русского музея 100 лет,21 апреля 2022,https://rusmuseum.ru/exhibitions/archive/sokhranyaya-istoriyu-restavratsionnym-masterskim-russkogo-muzeya-100-let/
170,«Увидеть невидимое…». К 50-летию отдела технологических исследований Русского музея,14 апреля 2022,https://rusmuseum.ru/exhibitions/archive/uvidet-nevidimoe-k-50-letiyu-otdela-tekhnologicheskikh-issledovaniy-russkogo-muzeya/
171,«Сказка Юрия Васнецова в современном городе».,25 февраля 2022,https://rusmuseum.ru/exhibitions/archive/skazka-yuriya-vasnetsova-v-sovremennom-gorode-/
172,ЛИКИ / ЛИЦА / МОРДЫ,29 января 2022,https://rusmuseum.ru/exhibitions/archive/liki-litsa-mordy/
173,Семь красавиц,27 января 2022,https://rusmuseum.ru/exhibitions/archive/sem-krasavits/
174,«Внутренняя книга» братьев Г. А. В. Траугот,14 января 2022,https://rusmuseum.ru/exhibitions/archive/vnutrennyaya-kniga-bratev-g-a-v-traugot/
175,4-я фотобиеннале историко-архивной фотографии из российских музеев,22 декабря 2021,https://rusmuseum.ru/exhibitions/archive/4-fotobiennale-istoriko-arkhivnoy-fotografii-iz-rossiyskikh-muzeev/
176,«Посвящение космонавтике»,17 декабря 2021,https://rusmuseum.ru/exhibitions/archive/posvyashchenie-kosmonavtike-/
177,Анна Лепорская. Живопись. Графика. Фарфор,15 декабря 2021,https://rusmuseum.ru/exhibitions/archive/anna-leporskaya-zhivopis-grafika-farfor/
178,Вячеслав Пакулин. В поисках стиля эпохи,9 декабря 2021,https://rusmuseum.ru/exhibitions/archive/vyacheslav-pakulin-v-poiskakh-stilya-epokhi/
179,«От идеи к воплощению». Выставка в рамках проекта «Хрупкий мир красоты: стекло в жизни и в искусстве»,4 декабря 2021,https://rusmuseum.ru/exhibitions/archive/-ot-idei-k-voploshcheniyu-vystavka-v-ramkakh-proekta-khrupkiy-mir-krasoty-steklo-v-zhizni-i-v-iskuss/
180,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/khrupkiy-mir-krasoty-/
181,Вне истеблишмента,1 декабря 2021,https://rusmuseum.ru/exhibitions/archive/vne-isteblishmenta/
182,Космизм в русском искусстве,17 ноября 2021,https://rusmuseum.ru/exhibitions/archive/kosmizm-v-russkom-iskusstve/
183,Я – Достоевский. К 200-летию со дня рождения Ф.М. Достоевского,13 ноября 2021,https://rusmuseum.ru/exhibitions/archive/dva-veka-dostoevskogo-ya-dostoevskiy-k-200-letiyu-so-dnya-rozhdeniya-f-m-dostoevskogo-/
184,К истории Михайловского (Инженерного) замка,12 ноября 2021,https://rusmuseum.ru/exhibitions/archive/k-istorii-mikhaylovskogo-inzhenernogo-zamka/
185,Достоевский в изобразительном искусстве из собрания Русского музея. К 200-летию со дня рождения писателя.,14 октября 2021,https://rusmuseum.ru/exhibitions/archive/dostoevskiy-v-izobrazitelnom-iskusstve-iz-sobraniya-russkogo-muzeya-k-200-letiyu-so-dnya-rozhdeniya-/
186,«Времена года»: выставка детского творчества в Восточном павильоне Михайловского замка,11 октября 2021,https://rusmuseum.ru/exhibitions/archive/vremena-goda-vystavka-detskogo-tvorchestva-v-vostochnom-pavilone-mikhaylovskogo-zamka/
187,Акция «Неделя Покрова»,11 октября 2021,https://rusmuseum.ru/exhibitions/archive/aktsiya-nedelya-pokrova/
188,Выставка «Наследие князя Владимира»,15 сентября 2021,https://rusmuseum.ru/exhibitions/archive/vystavka-nasledie-knyazya-vladimira/
189,Павел Сергеевич Строганов. Итальянское путешествие,9 сентября 2021,https://rusmuseum.ru/exhibitions/archive/pavel-stroganov-italyanskie-puteshestviya/
190,Пейзаж в скульптуре. Скульптура в пейзаже,29 июля 2021,https://rusmuseum.ru/exhibitions/archive/peyzazh-v-skulpture-skulptura-v-peyzazhe/
191,Портрет графа Николая Шереметева. Новые открытия,22 июля 2021,https://rusmuseum.ru/exhibitions/archive/portret-grafa-nikolaya-sheremeteva-novye-otkrytiya/
192,Игорь Грабарь. К 150-летию со дня рождения.,22 июля 2021,https://rusmuseum.ru/exhibitions/archive/igor-grabar-k-150-letiyu-so-dnya-rozhdeniya/
193,Итальянский футуризм из коллекции Маттиоли. Русский кубофутуризм из Русского музея и частных коллекций,15 июля 2021,https://rusmuseum.ru/exhibitions/archive/italyanskiy-futurizm-iz-kollektsii-mattioli-russkiy-kubofuturizm-iz-russkogo-muzeya-i-chastnykh-koll/
194,Иван Иванович Шишкин. 1832–1898,23 июня 2021,https://rusmuseum.ru/exhibitions/archive/ivan-ivanovich-shishkin-1832-1898/
195,Владимир Васильковский. К 100-летию со дня рождения,17 июня 2021,https://rusmuseum.ru/exhibitions/archive/vladimir-vasilkovskiy-k-100-letiyu-so-dnya-rozhdeniya/
196,Иван Сотников. Геракл,16 июня 2021,https://rusmuseum.ru/exhibitions/archive/ivan-sotnikov-gerakl/
197,Лев Юдин: «сказать – свое...»,13 мая 2021,https://rusmuseum.ru/exhibitions/archive/lev-yudin-skazat-svoe-/
198,Зримые образы музыки П.И. Чайковского,12 мая 2021,https://rusmuseum.ru/exhibitions/archive/zrimye-obrazy-muzyki-p-i-chaykovskogo/
199,«PRO ОРНАМЕНТ – 2»,23 апреля 2021,https://rusmuseum.ru/exhibitions/archive/pro-ornament-2/
200,Иван Лубенников. Живопись. К 70-летию со дня рождения художника,22 апреля 2021,https://rusmuseum.ru/exhibitions/archive/ivan-lubennikov-zhivopis-k-70-letiyu-so-dnya-rozhdeniya-khudozhnika/
201,Павел Жуковский. К 175-летию со дня рождения,17 марта 2021,https://rusmuseum.ru/exhibitions/archive/pavel-zhukovskiy-k-175-letiyu-so-dnya-rozhdeniya/
202,Преображенная природа,5 марта 2021,https://rusmuseum.ru/exhibitions/archive/preobrazhennaya-priroda/
203,Поколение тридцатилетних в современном русском искусстве,4 марта 2021,https://rusmuseum.ru/exhibitions/archive/pokolenie-tridtsatiletnikh-v-sovremennom-russkom-iskusstve/
204,Ленинградский Рок-клуб в фотографиях. К 40-летнему юбилею,28 декабря 2020,https://rusmuseum.ru/exhibitions/archive/leningradskiy-rok-klub-v-fotografiyakh-k-40-letnemu-yubileyu-/
205,Художественное наследие семьи Клодтов,23 декабря 2020,https://rusmuseum.ru/exhibitions/archive/khudozhestvennoe-nasledie-semi-klodtov/
206,Ученье-свет! Книгоиздательский и просветительский плакат из собрания Русского музея,16 декабря 2020,https://rusmuseum.ru/exhibitions/archive/uchene-svet-knigoizdatelskiy-i-prosvetitelskiy-plakat-iz-sobraniya-russkogo-museya/
207,Александр Бенуа. К 150-летию со дня рождения,9 декабря 2020,https://rusmuseum.ru/exhibitions/archive/aleksandr-benua-k-150-letiyu-so-dnya-rozhdeniya-/
208,Николай Рерих. В поисках Шамбалы,12 ноября 2020,https://rusmuseum.ru/exhibitions/archive/nikolay-rerikh-v-poiskakh-shambaly/
209,Фотовзгляд на Петербург,2 ноября 2020,https://rusmuseum.ru/exhibitions/archive/fotovzglyad-na-peterburg/
210,Поймать большую рыбу,12 сентября 2020,https://rusmuseum.ru/exhibitions/archive/poymat-bolshuyu-rybu/
211,"""Встреча друзей"". Картина Александра Самохвалова",20 августа 2020,https://rusmuseum.ru/exhibitions/archive/meeting-friends-painting-by-alexander-samokhvalov/
212,Художники и коллекционеры – Русскому музею. Дары. 1898–2019. Избранное,29 июля 2020,https://rusmuseum.ru/exhibitions/archive/artists-and-collectors-from-the-russian-museum-gifts-1898-2019-favorites/
213,Художники и коллекционеры – Русскому музею. Дары. 1898–2019. Избранное,29 июля 2020,https://rusmuseum.ru/exhibitions/archive/artists-and-collectors-from-the-russian-museum-gifts-marble/
214,Художники и коллекционеры – Русскому музею. Дары. 1898–2019. Избранное,29 июля 2020,https://rusmuseum.ru/exhibitions/archive/artists-and-collectors-from-the-russian-museum-gifts-stroganovsky/
215,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/artists-and-collectors-from-the-russian-museum-gifts-mikhailovsky/
216,Памяти Константина Симуна. 1934–2019,29 июля 2020,https://rusmuseum.ru/exhibitions/archive/konstantin-simun-1934-2019/
217,Память! К 75-летию Победы в Великой Отечественной войне,30 апреля 2020,https://rusmuseum.ru/exhibitions/archive/memory-for-the-75th-anniversary-of-the-victory-in-the-great-patriotic-war/
218,Александр III. Император и коллекционер,12 марта 2020,https://rusmuseum.ru/exhibitions/archive/alexander-iii-the-emperor-and-the-collector/
219,Художники Бельские,6 февраля 2020,https://rusmuseum.ru/exhibitions/archive/artists-bielsko/
220,Дети и море,5 февраля 2020,https://rusmuseum.ru/exhibitions/archive/children-and-the-sea/
221,Эхо экспрессионизма. Искусство Ленинграда середины – второй половины ХХ века,23 января 2020,https://rusmuseum.ru/exhibitions/archive/the-echo-of-expressionism-art-of-leningrad-of-the-middle-second-half-of-the-twentieth-century/
222,Искусство и наука в моей жизни,16 января 2020,https://rusmuseum.ru/exhibitions/archive/art-and-science-in-my-life-/
223,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/lera-nibiru-travel-cromdale-to-the-seventh-heaven/
224,Ольга Тобрелутс. Серия короткометражных экспериментальных фильмов,23 декабря 2019,https://rusmuseum.ru/exhibitions/archive/olga-tobreluts-a-series-of-short-experimental-films/
225,К берегам Антарктиды и Арктики. К 200-летию открытия Антарктиды,19 декабря 2019,https://rusmuseum.ru/exhibitions/archive/to-the-shores-of-antarctica-and-the-arctic-for-the-200th-anniversary-of-the-discovery-of-antarctica/
226,н/д,н/д,https://rusmuseum.ru/exhibitions/archive/vyacheslav-frantsevich-zagonek-1919-1994-the-100th-anniversary-of-the-birth/
227,Александр Мясоедов. Карнавал в Риме,12 декабря 2019,https://rusmuseum.ru/exhibitions/archive/alexander-myasoedov-carnival-in-rome/
228,ФАКУЛЬТЕТ ИЗОБРАЗИТЕЛЬНОГО ИСКУССТВА – 60 лет!,10 декабря 2019,https://rusmuseum.ru/exhibitions/archive/the-faculty-of-fine-arts-60-years/
